2025-07-07 00:02:24 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'default.org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration.LoadBalancerClientSpecification' of type [org.springframework.cloud.loadbalancer.annotation.LoadBalancerClientSpecification] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'default.org.springframework.cloud.netflix.eureka.loadbalancer.LoadBalancerEurekaAutoConfiguration.LoadBalancerClientSpecification' of type [org.springframework.cloud.loadbalancer.annotation.LoadBalancerClientSpecification] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerClientFactory' of type [org.springframework.cloud.loadbalancer.support.LoadBalancerClientFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'blockingLoadBalancerClient' of type [org.springframework.cloud.loadbalancer.blocking.client.BlockingLoadBalancerClient] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerServiceInstanceCookieTransformer' of type [org.springframework.cloud.loadbalancer.core.LoadBalancerServiceInstanceCookieTransformer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'xForwarderHeadersTransformer' of type [org.springframework.cloud.loadbalancer.blocking.XForwardedHeadersTransformer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerRequestFactory' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerRequestFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:25 [restartedMain] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'reactorDeferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-07 21:01:26 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8082 (http)
2025-07-07 21:01:26 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-07-07 21:01:26 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.18]
2025-07-07 21:01:27 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-07-07 21:01:27 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 7283 ms
2025-07-07 21:01:28 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-07-07 21:01:28 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.1.Final
2025-07-07 21:01:28 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-07-07 21:01:29 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-07-07 21:01:29 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-07-07 21:01:29 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2cf084a5
2025-07-07 21:01:29 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-07-07 21:01:30 [restartedMain] WARN  org.hibernate.dialect.Dialect - HHH000511: The 5.5.0 version for [org.hibernate.dialect.MySQLDialect] is no longer supported, hence certain features may not work properly. The minimum supported version is 8.0.0. Check the community dialects project for available legacy versions.
2025-07-07 21:01:30 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-07-07 21:01:32 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-07-07 21:01:32 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-07-07 21:01:35 [restartedMain] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 18 endpoint(s) beneath base path '/actuator'
2025-07-07 21:01:35 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-07-07 21:01:36 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@bc4a962, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@37cedd94, org.springframework.security.web.context.SecurityContextHolderFilter@59d876cb, org.springframework.security.web.header.HeaderWriterFilter@41b59210, org.springframework.security.web.authentication.logout.LogoutFilter@178fe577, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3ebc34ad, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6e50c97b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@68ac08c2, org.springframework.security.web.access.ExceptionTranslationFilter@72597931, org.springframework.security.web.access.intercept.AuthorizationFilter@25ae505]
2025-07-07 21:01:37 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-07-07 21:01:38 [restartedMain] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
2025-07-07 21:01:38 [restartedMain] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2025-07-07 21:01:38 [restartedMain] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2025-07-07 21:01:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2025-07-07 21:01:38 [restartedMain] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2025-07-07 21:01:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
2025-07-07 21:01:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2025-07-07 21:01:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2025-07-07 21:01:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
2025-07-07 21:01:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2025-07-07 21:01:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
2025-07-07 21:01:38 [restartedMain] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2025-07-07 21:01:39 [restartedMain] INFO  c.n.d.s.t.d.RedirectingEurekaHttpClient - Request execution error. endpoint=DefaultEndpoint{ serviceUrl='https://eureka.systeo.tn/eureka/}, exception=502 Bad Gateway: "<!DOCTYPE html PUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"<EOL>   "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd"><EOL><html xmlns="http://www.w3.org/1999/xhtml" xml:lang="en" lang="en"><EOL><head><EOL>    <title>ERROR 502 - Bad Gateway!</title><EOL>    <meta http-equiv="Content-Type" content="text/html; charset=utf-8" /><EOL>    <meta name="robots" content="noindex" /><EOL>    <style type="text/css"><!--<EOL>    body {<EOL>        color: #444444;<EOL>        background-color: #EEEEEE;<EOL>        font-family: 'Trebuchet MS', sans-serif;<EOL>        font-size: 80%;<EOL>    }<EOL>    h1 {}<EOL>    h2 { font-size: 1.2em; }<EOL>    #page{<EOL>        background-color: #FFFFFF;<EOL>        width: 60%;<EOL>        margin: 24px auto;<EOL>        padding: 12px;<EOL>    }<EOL>    #header {<EOL>        padding: 6px ;<EOL>        text-align: center;<EOL>    }<EOL>    .status3xx { background-color: #475076; color: #FFFFFF; }<EOL>    .status4xx { background-color: #C55042; color: #FFFFFF; }<EOL>    .status5xx { background-color: #F2E81A; color: #000000; }<EOL>    #content {<EOL>        padding: 4px 0 24px 0;<EOL>    }<EOL>    #footer {<EOL>        color: #666666;<EOL>        background: #f9f9f9;<EOL>        padding: 10px 20px;<EOL>        border-top: 5px #efefef solid;<EOL>        font-size: 0.8em;<EOL>        text-align: center;<EOL>    }<EOL>    #footer a {<EOL>        color: #999999;<EOL>    }<EOL>    --></style><EOL></head><EOL><body><EOL>    <div id="page"><EOL>        <div id="header" class="status5xx"><EOL>            <h1>ERROR 502 - Bad Gateway!</h1><EOL>        </div><EOL>        <div id="content"><EOL>            <h2>The following error occurred:</h2><EOL>            <p>This server received an invalid response from an upstream server it accessed to fulfill the request.</p><EOL>???<P>If you get this message repeatedly please contact the <!--WEBMASTER//-->webmaster<!--WEBMASTER//-->.</p><EOL>        </div><EOL>        <div id="footer"><EOL>            <p>Powered by <a href="https://www.ispconfig.org">ISPConfig</a></p><EOL>        </div><EOL>    </div><EOL></body><EOL></html><EOL>" stacktrace=org.springframework.web.client.HttpServerErrorException$BadGateway: 502 Bad Gateway: "<!DOCTYPE html PUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"<EOL>   "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd"><EOL><html xmlns="http://www.w3.org/1999/xhtml" xml:lang="en" lang="en"><EOL><head><EOL>    <title>ERROR 502 - Bad Gateway!</title><EOL>    <meta http-equiv="Content-Type" content="text/html; charset=utf-8" /><EOL>    <meta name="robots" content="noindex" /><EOL>    <style type="text/css"><!--<EOL>    body {<EOL>        color: #444444;<EOL>        background-color: #EEEEEE;<EOL>        font-family: 'Trebuchet MS', sans-serif;<EOL>        font-size: 80%;<EOL>    }<EOL>    h1 {}<EOL>    h2 { font-size: 1.2em; }<EOL>    #page{<EOL>        background-color: #FFFFFF;<EOL>        width: 60%;<EOL>        margin: 24px auto;<EOL>        padding: 12px;<EOL>    }<EOL>    #header {<EOL>        padding: 6px ;<EOL>        text-align: center;<EOL>    }<EOL>    .status3xx { background-color: #475076; color: #FFFFFF; }<EOL>    .status4xx { background-color: #C55042; color: #FFFFFF; }<EOL>    .status5xx { background-color: #F2E81A; color: #000000; }<EOL>    #content {<EOL>        padding: 4px 0 24px 0;<EOL>    }<EOL>    #footer {<EOL>        color: #666666;<EOL>        background: #f9f9f9;<EOL>        padding: 10px 20px;<EOL>        border-top: 5px #efefef solid;<EOL>        font-size: 0.8em;<EOL>        text-align: center;<EOL>    }<EOL>    #footer a {<EOL>        color: #999999;<EOL>    }<EOL>    --></style><EOL></head><EOL><body><EOL>    <div id="page"><EOL>        <div id="header" class="status5xx"><EOL>            <h1>ERROR 502 - Bad Gateway!</h1><EOL>        </div><EOL>        <div id="content"><EOL>            <h2>The following error occurred:</h2><EOL>            <p>This server received an invalid response from an upstream server it accessed to fulfill the request.</p><EOL>???<P>If you get this message repeatedly please contact the <!--WEBMASTER//-->webmaster<!--WEBMASTER//-->.</p><EOL>        </div><EOL>        <div id="footer"><EOL>            <p>Powered by <a href="https://www.ispconfig.org">ISPConfig</a></p><EOL>        </div><EOL>    </div><EOL></body><EOL></html><EOL>"
